# t = 0
# x y z vof velocityx velocityy velocityz
1.830422504950000118e+01 1.830422504950000118e+01 -5.491608255792348459e-01 4.701673188191876074e-01 -8.182501972642769461e-02 1.844847577872300859e-01 -6.726319378986301833e-01
5.491267514859524113e+01 1.830422504950000118e+01 4.979522950938730652e-02 5.586421460898831626e-01 7.427000626014963747e-02 3.952480326044829212e-02 -2.000795273098771032e-01
9.152112524769049173e+01 1.830422504950000118e+01 3.553479308087248434e-01 5.577257849009960022e-01 1.264433819317878627e-01 -1.032046354393117704e-01 -1.416137332300722862e-01
1.281295753467857139e+02 1.830422504950000118e+01 3.648615978309630581e-01 5.587888992821967715e-01 1.530765382819485043e-01 -1.700259914198189448e-01 1.278319588749104174e-01
1.647380254458809645e+02 1.830422504950000118e+01 -4.446028316262427005e-01 4.885215745302391444e-01 -3.419114513766900454e-01 1.046468884796442761e-01 1.254595270194181489e-01
2.013464755449762151e+02 1.830422504950000118e+01 -1.034231391524511601e-01 5.433438406333156445e-01 -2.467012963353835964e-01 2.026580402592265961e-01 -5.786584361536086796e-01
2.379549256440714373e+02 1.830422504950000118e+01 1.433683035106306791e+00 4.411056105231888624e-01 6.228164574892544048e-01 -1.193369978587217328e-01 -4.666149663349435373e-01
2.745633757431667163e+02 1.830422504950000118e+01 1.421056281837936641e+00 4.368355335189749722e-01 5.496233039225828509e-01 -4.644229631614479187e-02 3.304742156472295078e-01
3.111718258422619670e+02 1.830422504950000118e+01 9.297109520427926377e-01 4.727181795688633059e-01 4.624934933918777857e-01 3.800043521220564102e-02 4.540661572212172370e-01
3.477802759413572176e+02 1.830422504950000118e+01 -2.891967245247473173e-01 5.188833783357772456e-01 -7.427364430341124035e-02 5.690893469881762312e-02 1.039602438716783261e+00
3.843887260404524682e+02 1.830422504950000118e+01 -2.185414312034124507e+00 5.620695668348266727e-01 -8.660587681110474279e-01 -6.132132785579835765e-02 3.132234180070021523e-01
4.209971761395477188e+02 1.830422504950000118e+01 -1.539917211869218594e+00 4.966532200869512303e-01 -5.974984934137304027e-01 -2.176994809469864345e-01 -5.902238071113123929e-01
4.576056262386429125e+02 1.830422504950000118e+01 -1.584458894362699155e-01 5.398354683080363037e-01 9.355345649829990839e-02 1.326963430654840362e-02 -3.976095409903953048e-01
4.942140763377381631e+02 1.830422504950000118e+01 -3.100203066399176421e-02 5.517909852746042398e-01 1.981244266514614605e-02 2.727450278718617227e-01 -7.808374909862009217e-02
5.308225264368334138e+02 1.830422504950000118e+01 1.575314907239016016e-01 5.619987409055466898e-01 4.010772506904068321e-03 2.209300733741342837e-01 -3.203680367000597551e-01
5.674309765359287212e+02 1.830422504950000118e+01 9.645798466783522818e-01 4.667721111369456111e-01 4.532831428538116603e-01 1.149346000629946768e-01 -2.464164376286214764e-01
6.040394266350239150e+02 1.830422504950000118e+01 6.020659880998917579e-01 5.322742702101621592e-01 9.030882673858671439e-02 -1.144803563584914363e-01 1.431323787448304241e-01
6.406478767341191087e+02 1.830422504950000118e+01 4.275579219415206467e-01 5.543295213830325974e-01 -4.023223172009812026e-03 -2.093671288567487132e-01 -1.113734651351682980e-01
6.772563268332144162e+02 1.830422504950000118e+01 1.263353695286458578e+00 4.381038730960076233e-01 6.277902670719349709e-01 -1.164563135669982041e-01 -6.813901639774677665e-02
7.138647769323096099e+02 1.830422504950000118e+01 7.111119759197155332e-01 5.139938088272353323e-01 3.566981066525474198e-01 -1.139503848240047829e-01 6.689856479320728244e-01
7.504732270314049174e+02 1.830422504950000118e+01 -1.496173778001273602e+00 4.886091784283351780e-01 -6.722977800065264020e-01 -9.211240001439805619e-03 8.247908437616650046e-01
7.870816771305001112e+02 1.830422504950000118e+01 -2.167324971375125031e+00 5.607702394849816141e-01 -8.446347330267416353e-01 2.547083488549957142e-01 -2.481642330843935040e-01
8.236901272295954186e+02 1.830422504950000118e+01 -4.713510582599615972e-01 4.831322032385754195e-01 -2.194840565481117889e-01 2.994785051305519641e-01 -1.100620103710544528e+00
8.602985773286906124e+02 1.830422504950000118e+01 1.708680784007450271e+00 4.588308987239766434e-01 1.023398387905612772e+00 -7.036323744710043515e-02 -6.022142202926232812e-01
8.969070274277858061e+02 1.830422504950000118e+01 9.972173189942524774e-01 4.665687112762789690e-01 5.647257429792684746e-01 -1.905218797301241884e-01 1.305504042645164287e+00
9.335154775268811136e+02 1.830422504950000118e+01 -2.305099137310133273e+00 5.560125762507175384e-01 -1.232222598301951910e+00 -4.548347230655617329e-03 5.237284445521289689e-01
9.701239276259763074e+02 1.830422504950000118e+01 -1.119152163017640644e+00 4.451880509892993665e-01 -7.765247168658464538e-01 1.371388676021168505e-02 -1.309832602915208088e+00
1.006732377725071615e+03 1.830422504950000118e+01 1.340764292533134672e+00 4.360641698456675375e-01 7.874365730519056195e-01 3.214670334648605035e-03 -5.434974583569918138e-01
1.043340827824166809e+03 1.830422504950000118e+01 9.739053819282177393e-01 4.667261258118772238e-01 3.183984526215639099e-01 -1.627298691078016835e-01 1.708047499612869169e-01
1.079949277923262116e+03 1.830422504950000118e+01 7.055703592086994824e-01 5.153849174182758563e-01 1.090755308369712462e-01 -5.286737138589423651e-02 4.705066559871530496e-02
1.116557728022357423e+03 1.830422504950000118e+01 6.236213595826463063e-01 5.284756570337717507e-01 1.438032379293390506e-01 8.045169581201469522e-02 1.199027808755126212e-01
1.153166178121452504e+03 1.830422504950000118e+01 8.025515706506691771e-02 5.598009023365193570e-01 2.885245793282210924e-02 1.072296612159459595e-01 3.880352958226666038e-01
1.189774628220547811e+03 1.830422504950000118e+01 -6.858143776976152184e-01 4.528531879278036021e-01 -4.008774622416962918e-01 1.192618582560510745e-02 1.801952396404246648e-01
1.226383078319643118e+03 1.830422504950000118e+01 -4.342346567951118619e-01 4.924750177819108288e-01 -1.255950736071721197e-01 -3.252253341490397159e-02 -2.299029942704616108e-02
1.262991528418738199e+03 1.830422504950000118e+01 -6.684132463701153437e-01 4.540565520894686014e-01 -3.244938414572302587e-01 1.844515272791135696e-01 5.966575971422991703e-02
1.299599978517833506e+03 1.830422504950000118e+01 -3.176794743823410094e-01 5.131301373587424663e-01 -1.389276901640474904e-01 2.110777745456457188e-01 -3.570142809006600637e-01
1.336208428616928813e+03 1.830422504950000118e+01 1.573323350048316804e-01 5.625714930673272329e-01 9.659811942041229837e-02 -1.714504482059536761e-02 -6.494535137345411324e-02
1.372816878716024121e+03 1.830422504950000118e+01 9.905508353187664206e-02 5.609535499052378249e-01 -2.212404615845849770e-02 -2.360359223645846216e-01 -1.326608510965045229e-01
1.409425328815119201e+03 1.830422504950000118e+01 4.563557849249577636e-01 5.519015931964433852e-01 1.286892825270710694e-01 -2.103635175992138451e-01 -3.023955153900390741e-02
1.446033778914214508e+03 1.830422504950000118e+01 2.570119150805376673e-01 5.598239137480865990e-01 3.463512601434942662e-02 -3.788335965060840582e-02 7.208114680005822672e-02
1.482642229013309816e+03 1.830422504950000118e+01 2.997873074353458733e-01 5.617966670953384867e-01 1.316940285830466018e-01 5.315402327846085670e-03 8.394699651112108585e-02
1.519250679112404896e+03 1.830422504950000118e+01 -3.031784610227390431e-01 5.162943896460686632e-01 -1.072908148045908505e-01 1.428654455511509658e-01 4.807017177049614509e-01
1.555859129211500203e+03 1.830422504950000118e+01 -1.145497132431734455e+00 4.422456322573360410e-01 -6.286549716846441260e-01 2.406817494463478480e-01 8.525603994674543773e-03
1.592467579310595511e+03 1.830422504950000118e+01 -4.014545088387284633e-01 4.975991653113470692e-01 -2.531406390466238165e-01 1.090106517156018140e-01 -6.844809962593199071e-01
1.629076029409690818e+03 1.830422504950000118e+01 1.030867224624712142e+00 4.582977624362001290e-01 5.215793229491125782e-01 -2.463208480373552112e-02 -5.654314982710689774e-01
1.665684479508785898e+03 1.830422504950000118e+01 1.410819486183041871e+00 4.380721034879461184e-01 7.494017802519246096e-01 -9.199491234390111405e-02 2.872541683863372719e-01
1.702292929607881206e+03 1.830422504950000118e+01 7.461221292317521403e-03 5.562858669141536039e-01 -9.996688147347124187e-02 -3.137022643516030468e-02 5.982024497142098829e-01
1.738901379706976513e+03 1.830422504950000118e+01 -6.981884003424917440e-01 4.510505824249716467e-01 -4.223966621649941078e-01 6.207909397645572022e-03 2.556077194089139554e-02
1.775509829806071593e+03 1.830422504950000118e+01 -2.070543320433879675e-01 5.332141956920842807e-01 8.584453693765528234e-03 -5.654594480133458972e-02 -9.033923146586542510e-03
1.812118279905166901e+03 1.830422504950000118e+01 -6.079580614570130326e-01 4.631224628382402120e-01 -2.917538486617559657e-01 -7.934314460700336857e-02 1.653061232725240859e-01
1.848726730004262208e+03 1.830422504950000118e+01 -6.663650131418104028e-01 4.545279311233707542e-01 -3.195099482731672547e-01 8.864475405354238502e-02 -1.382861074361838027e-01
1.885335180103357516e+03 1.830422504950000118e+01 -3.456520368488962269e-01 5.084064564154305854e-01 -1.910927205862489320e-01 1.860363431711263282e-01 -3.096380551102188572e-01
1.921943630202452596e+03 1.830422504950000118e+01 5.401723065711623306e-01 5.403853313527584579e-01 1.170227109409932159e-01 7.980643952046319323e-03 -3.557541527188391450e-01
1.958552080301547903e+03 1.830422504950000118e+01 1.458795457965137654e+00 4.411870712409442508e-01 8.108652510349627640e-01 -1.467591580124163742e-01 1.020778044713782640e-02
1.995160530400643211e+03 1.830422504950000118e+01 2.562790306207096691e-01 5.601451280026892299e-01 -8.647241753847434409e-05 3.088865204336358611e-02 5.119589783773323965e-01
2.031768980499738518e+03 1.830422504950000118e+01 -6.094676322218780529e-01 4.626097576281986701e-01 -5.836808159502967497e-01 -5.812108346729621261e-02 -2.128098113111394074e-01
2.068377430598833598e+03 1.830422504950000118e+01 8.959112658616585900e-01 4.795229092775762370e-01 4.890136613416052325e-01 -1.137660428400137924e-01 -3.196311746731508863e-01
2.104985880697928678e+03 1.830422504950000118e+01 2.712132900547372660e-01 5.604229479187137208e-01 8.619458586265413280e-02 -1.227504741400233662e-02 5.868901688530376859e-01
2.141594330797024213e+03 1.830422504950000118e+01 -1.118719388069987497e+00 4.424394686451971204e-01 -5.914539441284100141e-01 2.673139888623068949e-02 2.930506075567603785e-01
2.178202780896119293e+03 1.830422504950000118e+01 -9.233333214912009534e-01 4.361644767479125884e-01 -3.185097884604253249e-01 1.376339619286315874e-01 -3.285605637705060061e-02
2.214811230995214828e+03 1.830422504950000118e+01 -9.947459832267429025e-01 4.387286041153932725e-01 -4.376981886649013997e-01 2.254447548760746267e-02 -1.557571796127089903e-01
2.251419681094309908e+03 1.830422504950000118e+01 -4.965678826937596213e-01 4.783362681170773012e-01 -2.805594736105744835e-01 -4.811683896390194642e-02 -5.958577404434813873e-01
2.288028131193404988e+03 1.830422504950000118e+01 8.150815991460153009e-01 4.943363227094970669e-01 3.190807594378614054e-01 -9.658242475854421361e-02 -7.941015512382195718e-01
2.324636581292500523e+03 1.830422504950000118e+01 1.964781491011072356e+00 5.015219334684215546e-01 9.909022160088895026e-01 8.035971910261648435e-03 -3.959678320788791867e-02
2.361245031391595603e+03 1.830422504950000118e+01 6.217011797498859238e-01 5.275806213937828115e-01 1.366019752692007039e-01 3.250593436910057671e-02 7.254684951831312789e-01
