# t x y z velocityx velocityy velocityz
4.663199999999999932e+02 0.000000000000000000e+00 0.000000000000000000e+00 -1.867023106131257201e-02 4.117130642662152062e-02 -1.481552892251874402e-04 -4.880907619261341535e-01
4.663509999999999991e+02 0.000000000000000000e+00 0.000000000000000000e+00 -2.947797462066617871e-02 -7.950423452598055774e-02 -6.728181751280203158e-04 -3.859509306182670185e-01
4.663820000000000050e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.139253042975293839e-02 -1.341745817878050862e-01 -2.862026935008413295e-03 -3.532382410796393035e-01
4.664139999999999873e+02 0.000000000000000000e+00 0.000000000000000000e+00 -5.040491682747226532e-02 -1.716376686022598741e-01 -1.667548421480614983e-03 -3.336137588987940772e-01
4.664460000000000264e+02 0.000000000000000000e+00 0.000000000000000000e+00 -6.000713852276787219e-02 -1.947013366882733298e-01 -2.165628529927719498e-03 -2.779241139661859372e-01
4.664769999999999754e+02 0.000000000000000000e+00 0.000000000000000000e+00 -6.707347711866010198e-02 -2.321260475249288247e-01 -2.850230558552599609e-03 -2.476513275552225946e-01
4.665099999999999909e+02 0.000000000000000000e+00 0.000000000000000000e+00 -7.396283645813174490e-02 -2.863728129947171741e-01 -4.118146704680959030e-03 -2.277227661172192552e-01
4.665409999999999968e+02 0.000000000000000000e+00 0.000000000000000000e+00 -7.856157761217520685e-02 -3.175599738968392094e-01 -5.232691365720178352e-03 -1.191450551322072726e-01
4.665729999999999791e+02 0.000000000000000000e+00 0.000000000000000000e+00 -8.261336083902189042e-02 -2.942487584523797994e-01 -3.392531998161856834e-03 -1.045631367967901626e-01
4.666050000000000182e+02 0.000000000000000000e+00 0.000000000000000000e+00 -8.490934419191532856e-02 -3.015930568403263345e-01 -2.289455144765648389e-03 -5.736710330464443730e-02
4.666370000000000005e+02 0.000000000000000000e+00 0.000000000000000000e+00 -8.595614133758221198e-02 -3.030229883924562273e-01 -1.853961536644931508e-03 -1.153467877566331096e-02
4.666700000000000159e+02 0.000000000000000000e+00 0.000000000000000000e+00 -8.573853613671993112e-02 -2.964363843694036160e-01 -1.390806654541449760e-03 3.393384559880196355e-02
4.667010000000000218e+02 0.000000000000000000e+00 0.000000000000000000e+00 -8.410974493299763766e-02 -2.842585080300467082e-01 -5.888202038097483651e-04 7.912182612065410403e-02
4.667339999999999804e+02 0.000000000000000000e+00 0.000000000000000000e+00 -8.104757678550184030e-02 -2.689616870879511512e-01 -6.825443305766872156e-04 1.240146203354856452e-01
4.667669999999999959e+02 0.000000000000000000e+00 0.000000000000000000e+00 -7.660106928989229846e-02 -2.478907277259155550e-01 1.626023182979649973e-04 1.741788446335608420e-01
4.667989999999999782e+02 0.000000000000000000e+00 0.000000000000000000e+00 -7.132440138493875703e-02 -2.035786739393244671e-01 1.761928064074008314e-03 2.069296982631294302e-01
4.668319999999999936e+02 0.000000000000000000e+00 0.000000000000000000e+00 -6.469547975387861249e-02 -1.729985373228706547e-01 1.698854104126028188e-03 2.396226894959327391e-01
4.668650000000000091e+02 0.000000000000000000e+00 0.000000000000000000e+00 -5.711741478843931213e-02 -1.439344863860996804e-01 1.510368052163797801e-03 2.742568568391150485e-01
4.668980000000000246e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.856472600600753031e-02 -9.169682276053962855e-02 2.767590029289681251e-03 2.866828185094260628e-01
4.669300000000000068e+02 0.000000000000000000e+00 0.000000000000000000e+00 -3.921682987496076522e-02 -6.741199942356469743e-02 2.367348977961476579e-03 3.140211380157035825e-01
4.669619999999999891e+02 0.000000000000000000e+00 0.000000000000000000e+00 -2.885468007817049499e-02 -7.396011930343497631e-03 3.756334965066277388e-03 3.153062690772016619e-01
4.669950000000000045e+02 0.000000000000000000e+00 0.000000000000000000e+00 -1.809133999160839404e-02 2.198972966057345657e-02 3.295098707358178752e-03 3.317375942111628340e-01
4.670260000000000105e+02 0.000000000000000000e+00 0.000000000000000000e+00 -7.451343022783793110e-03 6.182266366752013631e-02 2.924872374093006808e-03 3.203072463602948394e-01
4.670570000000000164e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.687048405207402828e-03 1.116387768974763522e-01 2.369344187016626368e-03 3.131932213890560313e-01
4.670880000000000223e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.270262417227934620e-02 1.166149100919979253e-01 1.415230164817728002e-03 2.955296054596450728e-01
4.671190000000000282e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.183356564992801341e-02 1.755005353249896594e-01 7.409639204133764562e-04 2.745520107945139676e-01
4.671490000000000009e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.017993199033728105e-02 1.776758810548465239e-01 2.471850510994207212e-05 2.522582853116187573e-01
4.671800000000000068e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.791985664630632274e-02 2.052859018698076354e-01 -1.496592080235871480e-03 2.345970993188558618e-01
4.672099999999999795e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.486860713534809864e-02 2.378784444532592857e-01 -2.231186254696830053e-03 2.037100468724906410e-01
4.672420000000000186e+02 0.000000000000000000e+00 0.000000000000000000e+00 5.130815525320351483e-02 2.040386845083675682e-01 -2.186327208114320110e-03 1.805959012224690741e-01
4.672719999999999914e+02 0.000000000000000000e+00 0.000000000000000000e+00 5.682296054650066292e-02 2.571019471800506384e-01 -4.793766763049867735e-03 1.606680173129984013e-01
4.673039999999999736e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.173910678760236720e-02 2.770544971962460856e-01 -5.776678500087019039e-03 1.327182415908964852e-01
4.673349999999999795e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.565406131818085633e-02 2.842430495835288062e-01 -6.226230852798948778e-03 1.077467595644325260e-01
4.673650000000000091e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.869140471487926447e-02 2.521112314719487490e-01 -5.083129066178766926e-03 8.191022341994307066e-02
4.673960000000000150e+02 0.000000000000000000e+00 0.000000000000000000e+00 7.088777536101716070e-02 2.326157579745421200e-01 -4.377727106981830173e-03 5.545618246252063260e-02
4.674259999999999877e+02 0.000000000000000000e+00 0.000000000000000000e+00 7.218421744705130760e-02 2.223058915813829473e-01 -4.100231754750385642e-03 2.994870955981061844e-02
4.674569999999999936e+02 0.000000000000000000e+00 0.000000000000000000e+00 7.269646019333117493e-02 2.176798344508954486e-01 -4.111307502184776211e-03 5.590478694214440561e-03
4.674879999999999995e+02 0.000000000000000000e+00 0.000000000000000000e+00 7.243973930970769304e-02 2.196432436834530599e-01 -4.254818211061301737e-03 -1.739998114606006521e-02
4.675179999999999723e+02 0.000000000000000000e+00 0.000000000000000000e+00 7.150640891521400921e-02 2.248259221936796115e-01 -4.026765462657984698e-03 -3.847726451487624294e-02
4.675489999999999782e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.986274349899870839e-02 2.342926301421830448e-01 -3.306289288852354378e-03 -5.815120235045875136e-02
4.675799999999999841e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.750737222935745963e-02 2.495860699863203802e-01 -2.269740367858517210e-03 -7.649254361859217366e-02
4.676109999999999900e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.443340125059804357e-02 2.584692185125331276e-01 -1.542606731340716254e-03 -9.351963281042113829e-02
4.676419999999999959e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.070952865354319744e-02 2.429393529415562747e-01 -1.567595206811738928e-03 -1.103055791193942037e-01
4.676730000000000018e+02 0.000000000000000000e+00 0.000000000000000000e+00 5.655574609974616668e-02 2.080144056750199699e-01 -1.769131836953634178e-03 -1.442415684000423193e-01
4.677040000000000077e+02 0.000000000000000000e+00 0.000000000000000000e+00 5.311262758466363254e-02 1.655971798921281879e-01 -2.105563927321712440e-03 -1.386301903496406362e-01
4.677350000000000136e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.910655968574739044e-02 1.893828739084560675e-01 -1.645890644098632833e-03 -1.558292543361525784e-01
4.677660000000000196e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.367644912714541833e-02 1.867895582642308261e-01 -1.493892517228359671e-03 -1.686087193280295382e-01
4.677959999999999923e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.614629712265757938e-02 1.451770114782976184e-01 1.900871134027126144e-03 -1.995549116099155085e-01
4.678269999999999982e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.995650463428282256e-02 1.482441807499427500e-01 3.156635324067706781e-04 -1.937984646888688822e-01
4.678570000000000277e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.311164566018891059e-02 1.388578681727833108e-01 8.495595984547632323e-04 -2.103014405439320444e-01
4.678879999999999768e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.701426292480697627e-02 9.603542599997363927e-02 1.190241718394816376e-03 -2.417786952056070748e-01
4.679180000000000064e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.182476318284536587e-02 8.641541952389339420e-02 1.768019231968586931e-03 -2.329584559327392834e-01
4.679490000000000123e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.819708875971953632e-03 5.121595461877880007e-02 2.188293818689674656e-03 -2.542125725449661533e-01
4.679789999999999850e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.849975128541210087e-03 2.119438548531958622e-02 2.743748292122794551e-03 -2.344529126964343402e-01
4.680090000000000146e+02 0.000000000000000000e+00 0.000000000000000000e+00 -1.454291224157229501e-02 1.692334696490966142e-02 1.919829712465528481e-03 -2.578327880315383624e-01
4.680389999999999873e+02 0.000000000000000000e+00 0.000000000000000000e+00 -2.097466090857808690e-02 -3.158794091160761069e-02 1.596739098875212936e-03 -2.560438153484417834e-01
4.680699999999999932e+02 0.000000000000000000e+00 0.000000000000000000e+00 -2.590375958149949281e-02 -3.573030770364031550e-02 1.267316578548581107e-03 -2.569158055484566661e-01
4.681000000000000227e+02 0.000000000000000000e+00 0.000000000000000000e+00 -3.221059084250629118e-02 -8.560754277419740932e-02 -2.743530954461622794e-04 -2.863763271635229035e-01
4.681309999999999718e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.266026021139529556e-02 -1.101198359437888102e-01 1.062360174484562852e-04 -2.306941744998990407e-01
4.681610000000000014e+02 0.000000000000000000e+00 0.000000000000000000e+00 -5.192802908424291181e-02 -1.177984180509033113e-01 2.284047336339984713e-05 -2.416842827130920024e-01
4.681909999999999741e+02 0.000000000000000000e+00 0.000000000000000000e+00 -5.757949323639899308e-02 -1.766928960623562195e-01 -2.848781615511082306e-04 -2.318767141916444618e-01
4.682210000000000036e+02 0.000000000000000000e+00 0.000000000000000000e+00 -6.078618576302007720e-02 -1.854743143335823852e-01 -8.807119752673115212e-04 -2.029757830747749847e-01
4.682520000000000095e+02 0.000000000000000000e+00 0.000000000000000000e+00 -6.437710828284221032e-02 -1.896316327517282296e-01 -7.051258995847469943e-04 -1.916926971801772017e-01
4.682819999999999823e+02 0.000000000000000000e+00 0.000000000000000000e+00 -7.018953609018425965e-02 -2.481043768092167645e-01 -1.028567790655994865e-03 -1.766555077902166870e-01
4.683129999999999882e+02 0.000000000000000000e+00 0.000000000000000000e+00 -7.804767137115996289e-02 -2.656461742744775645e-01 -1.700883720748789466e-03 -1.509149818723285463e-01
4.683430000000000177e+02 0.000000000000000000e+00 0.000000000000000000e+00 -8.320715763880677518e-02 -2.464952390856492981e-01 -1.658099956745163897e-03 -1.249928106894026697e-01
4.683729999999999905e+02 0.000000000000000000e+00 0.000000000000000000e+00 -8.702485402530911462e-02 -2.552723434943028336e-01 -1.970308874735975102e-03 -9.228784098636692856e-02
4.684039999999999964e+02 0.000000000000000000e+00 0.000000000000000000e+00 -8.838616137725154032e-02 -2.674424394647699210e-01 -2.112564546244062504e-03 -5.420811717294957838e-02
4.684340000000000259e+02 0.000000000000000000e+00 0.000000000000000000e+00 -8.809734641055064208e-02 -2.734692962127172056e-01 -1.891235611715222321e-03 -2.052778676703157987e-02
4.684660000000000082e+02 0.000000000000000000e+00 0.000000000000000000e+00 -8.621091807153059838e-02 -2.800839742658609577e-01 -1.711902274257251413e-03 5.009654099856214113e-03
4.684959999999999809e+02 0.000000000000000000e+00 0.000000000000000000e+00 -8.310711215683452835e-02 -2.834501061884577289e-01 -2.264593311461569284e-03 3.779236677874881628e-02
4.685269999999999868e+02 0.000000000000000000e+00 0.000000000000000000e+00 -8.032076819720986027e-02 -2.709378263214022864e-01 -3.349028700921789347e-03 8.349423242077412544e-02
4.685570000000000164e+02 0.000000000000000000e+00 0.000000000000000000e+00 -7.771626617019199157e-02 -2.582693921606030174e-01 -3.831667480494006968e-03 1.249700678495661021e-01
4.685880000000000223e+02 0.000000000000000000e+00 0.000000000000000000e+00 -7.478353107125694510e-02 -2.492935467664123828e-01 -3.720301669838921819e-03 1.630761165124502421e-01
4.686179999999999950e+02 0.000000000000000000e+00 0.000000000000000000e+00 -7.146659130608715160e-02 -2.198989390610446015e-01 -4.380287310531631728e-03 1.896097857089230898e-01
4.686469999999999914e+02 0.000000000000000000e+00 0.000000000000000000e+00 -6.692625440621061128e-02 -2.020172690503166391e-01 -3.985624050362204102e-03 2.319514076965543681e-01
4.686770000000000209e+02 0.000000000000000000e+00 0.000000000000000000e+00 -6.085359247082623713e-02 -1.763566400585179217e-01 -3.046190272035983852e-03 2.704116987173525999e-01
4.687069999999999936e+02 0.000000000000000000e+00 0.000000000000000000e+00 -5.269577607408890835e-02 -1.318880612066140046e-01 -1.618838167697107767e-03 3.034553656679978562e-01
4.687370000000000232e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.290883550610851555e-02 -1.035211009336267640e-01 -1.018852785319331478e-03 3.375340185482441635e-01
4.687660000000000196e+02 0.000000000000000000e+00 0.000000000000000000e+00 -3.188962672494443512e-02 -4.838326648241036976e-02 4.891265761477916856e-05 3.585016171002751717e-01
4.687959999999999923e+02 0.000000000000000000e+00 0.000000000000000000e+00 -2.015176522697486455e-02 -1.750511264771804215e-02 1.586814608718037812e-04 3.881274707233036136e-01
4.688260000000000218e+02 0.000000000000000000e+00 0.000000000000000000e+00 -8.036275595220566254e-03 4.183255827297520379e-02 7.976935513208528294e-04 3.940601045669294145e-01
4.688559999999999945e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.245205828908563475e-03 1.011094662098840080e-01 1.321996521614684367e-03 4.059017831174943636e-01
4.688849999999999909e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.660693785651855270e-02 1.357883891946522759e-01 1.257375987527193945e-03 4.158541617383777478e-01
4.689150000000000205e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.927199434810901640e-02 2.068959257793699102e-01 1.509383363483387695e-03 3.971402294456908844e-01
4.689440000000000168e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.179976621850447355e-02 2.744374079027129265e-01 1.735564368084437049e-03 3.826654777898430004e-01
4.689739999999999895e+02 0.000000000000000000e+00 0.000000000000000000e+00 5.432163986064171557e-02 2.969559031693372320e-01 1.577823651790194849e-03 3.725512550670160850e-01
4.690029999999999859e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.647254917055611667e-02 3.697154654431797360e-01 1.429467126162470465e-03 3.176335625671359297e-01
4.690330000000000155e+02 0.000000000000000000e+00 0.000000000000000000e+00 7.724961286852244369e-02 4.167579016062115116e-01 8.334434174910743814e-04 2.732514268429925841e-01
4.690620000000000118e+02 0.000000000000000000e+00 0.000000000000000000e+00 8.613408540065922714e-02 4.193148864425144118e-01 4.087906665658860590e-04 2.134501733811218771e-01
4.690919999999999845e+02 0.000000000000000000e+00 0.000000000000000000e+00 9.259818688248291907e-02 3.706664113046007625e-01 -4.441826855587841091e-04 1.678862566360692921e-01
4.691209999999999809e+02 0.000000000000000000e+00 0.000000000000000000e+00 9.659277272987451535e-02 4.668149511406463059e-01 -1.168973924058383431e-03 8.962651752812680894e-02
4.691510000000000105e+02 0.000000000000000000e+00 0.000000000000000000e+00 9.817681275628518944e-02 4.557017629202098075e-01 -1.608635863342049947e-03 3.041699326032185763e-02
4.691800000000000068e+02 0.000000000000000000e+00 0.000000000000000000e+00 9.754216639358616325e-02 4.257523363093579927e-01 -1.768097143826929474e-03 -3.002265471933355384e-02
4.692099999999999795e+02 0.000000000000000000e+00 0.000000000000000000e+00 9.509619556346456115e-02 3.690024793904611022e-01 -1.425747662369041989e-03 -8.915121227202327248e-02
4.692400000000000091e+02 0.000000000000000000e+00 0.000000000000000000e+00 9.159038128320144689e-02 3.362830330335453421e-01 -5.341841528518151286e-04 -1.064140479635942022e-01
4.692699999999999818e+02 0.000000000000000000e+00 0.000000000000000000e+00 8.722107151356597865e-02 3.471703032391750821e-01 -8.046760670931892316e-04 -1.472052606782648099e-01
4.693000000000000114e+02 0.000000000000000000e+00 0.000000000000000000e+00 8.043652821385685603e-02 3.309420496873728412e-01 -1.052947972675826425e-03 -1.916875444426403563e-01
4.693310000000000173e+02 0.000000000000000000e+00 0.000000000000000000e+00 7.317022384008703417e-02 2.750897997645042614e-01 -6.786342293462959774e-04 -2.157916732278889471e-01
4.693620000000000232e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.651251646803664486e-02 2.635801203404070647e-01 -1.030745762146081934e-03 -2.269794534029298538e-01
4.693929999999999723e+02 0.000000000000000000e+00 0.000000000000000000e+00 5.746682468273366790e-02 2.066834899056308461e-01 -1.277290979012666661e-03 -2.685943250919255454e-01
4.694239999999999782e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.943093968595010934e-02 1.813424308836125709e-01 -1.511425726583211400e-03 -2.254373032434147106e-01
4.694560000000000173e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.012430266855557259e-02 1.442173164238663707e-01 -2.305422736487797077e-03 -2.597874916018594327e-01
4.694879999999999995e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.269641492506559360e-02 1.097075033399831645e-01 -2.616336600451337445e-03 -2.312850529372865727e-01
4.695169999999999959e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.512525949446118428e-02 9.809763667079499094e-02 -3.044016693786898240e-03 -2.535063391223710827e-01
4.695489999999999782e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.679351411000038624e-02 4.884553253138449597e-02 -3.526438034919966453e-03 -2.517647312107186841e-01
4.695799999999999841e+02 0.000000000000000000e+00 0.000000000000000000e+00 8.476076076735960391e-03 4.767707618561092819e-02 -3.896609393642133309e-03 -2.485167716011804084e-01
4.696109999999999900e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.552192888487545820e-04 8.860043863020469063e-04 -5.003400917412520812e-03 -2.692772577975078296e-01
4.696429999999999723e+02 0.000000000000000000e+00 0.000000000000000000e+00 -5.229655222080232396e-03 -3.123087125634239208e-02 -4.887026923330585644e-03 -2.200590524608359022e-01
4.696730000000000018e+02 0.000000000000000000e+00 0.000000000000000000e+00 -1.096950065539743085e-02 -3.533398201007434403e-02 -4.242805766134586862e-03 -2.261139193137805814e-01
4.696970000000000027e+02 0.000000000000000000e+00 0.000000000000000000e+00 -1.637155339434274298e-02 -9.148287612851660477e-02 -3.869461004083744448e-03 -2.241862185579305555e-01
4.697169999999999845e+02 0.000000000000000000e+00 0.000000000000000000e+00 -2.201776691947702341e-02 -9.833680062966373980e-02 -2.237891155722695254e-03 -1.886932580635816981e-01
4.697350000000000136e+02 0.000000000000000000e+00 0.000000000000000000e+00 -2.722797034192714696e-02 -7.222824212222493656e-02 -3.110391692952757352e-03 -1.899527177027891534e-01
4.697520000000000095e+02 0.000000000000000000e+00 0.000000000000000000e+00 -3.119424056294006070e-02 -7.847977017023605173e-02 -2.460824237083348957e-03 -1.845585634705330935e-01
4.697679999999999723e+02 0.000000000000000000e+00 0.000000000000000000e+00 -3.411964749541336606e-02 -9.088202249661544996e-02 -1.617755928836141265e-03 -1.797992847616013690e-01
4.697830000000000155e+02 0.000000000000000000e+00 0.000000000000000000e+00 -3.613578118315398380e-02 -1.052128130433098163e-01 -7.137198699921659022e-04 -1.751362256269043682e-01
4.697980000000000018e+02 0.000000000000000000e+00 0.000000000000000000e+00 -3.739649038657710117e-02 -1.218066266908086892e-01 7.246866826323996019e-04 -1.721748178696392295e-01
4.698120000000000118e+02 0.000000000000000000e+00 0.000000000000000000e+00 -3.845029702152070322e-02 -1.449736658852330828e-01 4.833788347086876921e-03 -1.655263394875829408e-01
4.698299999999999841e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.040159072858018341e-02 -1.410438930140439640e-01 3.784079841235490210e-03 -1.440204394173099645e-01
4.698469999999999800e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.257348211547280770e-02 -1.294736459030338127e-01 2.290898349425947791e-03 -1.366533097218615711e-01
4.698650000000000091e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.480958396805390098e-02 -1.274200159242771524e-01 1.824240477308120304e-03 -1.280635869455454545e-01
4.698820000000000050e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.595020195183149164e-02 -1.344183371529760473e-01 2.043675588537274910e-03 -1.202753057013786764e-01
4.699019999999999868e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.977589609372343182e-02 -1.468323707740423478e-01 2.370522557650478219e-03 -1.107787306753201528e-01
4.699230000000000018e+02 0.000000000000000000e+00 0.000000000000000000e+00 -5.200669904251885994e-02 -1.565406252795240316e-01 2.406468712770555834e-03 -1.003478210099777862e-01
4.699460000000000264e+02 0.000000000000000000e+00 0.000000000000000000e+00 -5.389876421687812141e-02 -1.756354015677183689e-01 2.132224734973864593e-03 -9.542831187056181885e-02
4.699719999999999800e+02 0.000000000000000000e+00 0.000000000000000000e+00 -5.558002344849192339e-02 -2.100849895496273434e-01 1.111259408195122960e-03 -8.516287901161800900e-02
4.699990000000000236e+02 0.000000000000000000e+00 0.000000000000000000e+00 -5.779673477186548364e-02 -2.097615092626432531e-01 -2.472943196317764145e-03 -6.640139018404296600e-02
4.700310000000000059e+02 0.000000000000000000e+00 0.000000000000000000e+00 -5.924409180000375641e-02 -2.042966538132150456e-01 -2.875822229024040284e-03 -3.337068985412816602e-02
4.700620000000000118e+02 0.000000000000000000e+00 0.000000000000000000e+00 -6.016974529399517213e-02 -1.956231524108865416e-01 -2.862838624023528091e-03 -1.266803792045949513e-02
4.700930000000000177e+02 0.000000000000000000e+00 0.000000000000000000e+00 -5.991166326893424682e-02 -1.938238273191650041e-01 -4.240086433667776718e-03 9.214658024264469477e-03
4.701250000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -5.794402569104441930e-02 -1.967592070588739805e-01 -5.271486557206304241e-03 2.742219237859531283e-02
4.701549999999999727e+02 0.000000000000000000e+00 0.000000000000000000e+00 -5.593203920578345562e-02 -1.951859546016436464e-01 -2.327012198962842560e-03 5.478810058500212243e-02
4.701859999999999786e+02 0.000000000000000000e+00 0.000000000000000000e+00 -5.347706083970878849e-02 -1.444481022846792473e-01 -3.801692016125522537e-03 6.747496392491932060e-02
4.702169999999999845e+02 0.000000000000000000e+00 0.000000000000000000e+00 -5.041890040028899206e-02 -1.365653609171570415e-01 -3.791873853954813838e-03 9.576158486438855755e-02
4.702490000000000236e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.726890569914002360e-02 -1.309995412505036427e-01 -4.005819861007790111e-03 1.187286366714760399e-01
4.702810000000000059e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.382283793427405039e-02 -1.142243144782956188e-01 -2.796948197241095040e-03 1.400595926814559855e-01
4.703129999999999882e+02 0.000000000000000000e+00 0.000000000000000000e+00 -3.992325467892827995e-02 -9.824591460287479538e-02 -1.380250206079332818e-03 1.621671848039423769e-01
4.703450000000000273e+02 0.000000000000000000e+00 0.000000000000000000e+00 -3.548228137077490130e-02 -8.126265864221035584e-02 -3.411379767837322777e-03 1.871369509974052103e-01
4.703770000000000095e+02 0.000000000000000000e+00 0.000000000000000000e+00 -2.975943493588240410e-02 -5.705722585934594471e-02 -3.332251513436022914e-03 2.084397149154194051e-01
4.704080000000000155e+02 0.000000000000000000e+00 0.000000000000000000e+00 -2.311992579336038384e-02 -3.904325883587710794e-02 -2.098067699372161213e-03 2.279547763321355391e-01
4.704399999999999977e+02 0.000000000000000000e+00 0.000000000000000000e+00 -1.517130138377308091e-02 5.314585676395627151e-03 -3.077159948247898489e-03 2.394207326190841145e-01
4.704710000000000036e+02 0.000000000000000000e+00 0.000000000000000000e+00 -6.676847664706921093e-03 2.515306084256493588e-02 -2.756276516655199304e-03 2.529548560710976890e-01
4.705029999999999859e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.304674443296791247e-03 7.027476783527430992e-02 -3.544838758550615792e-03 2.642121235414431890e-01
4.705350000000000250e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.126827341761726421e-02 1.004913350730293753e-01 -3.678372721679193467e-03 2.651805455352236884e-01
4.705670000000000073e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.004253335799409744e-02 1.364257123927541393e-01 -4.055788986708520720e-03 2.775459714195743777e-01
4.705989999999999895e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.892340116593274460e-02 1.884197593303124918e-01 -4.726494093684669752e-03 2.600961554999096648e-01
4.706299999999999955e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.761035226468114473e-02 2.147268566840034310e-01 -4.166311109658357714e-03 2.662276190962069022e-01
4.706619999999999777e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.649155000330643106e-02 2.872084121223282271e-01 -4.478043553643866123e-03 2.295710167503575982e-01
4.706940000000000168e+02 0.000000000000000000e+00 0.000000000000000000e+00 5.464953001764113333e-02 2.924997428779963493e-01 -3.261771688104626778e-03 2.205311212494968920e-01
4.707269999999999754e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.224196620832500582e-02 3.741856920028158173e-01 -2.300706740364872292e-03 1.623871924015008739e-01
4.707599999999999909e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.824965847316635803e-02 3.545759935132426488e-01 -1.468753047541490435e-03 1.159469463320237925e-01
4.707930000000000064e+02 0.000000000000000000e+00 0.000000000000000000e+00 7.210212536445323450e-02 3.085109521205362526e-01 -1.436946888146958898e-03 5.947938246928384520e-02
4.708260000000000218e+02 0.000000000000000000e+00 0.000000000000000000e+00 7.349382704360193919e-02 2.892852785269967031e-01 -1.784422614671212284e-03 -8.539055578641089293e-04
4.708580000000000041e+02 0.000000000000000000e+00 0.000000000000000000e+00 7.235844442221595063e-02 3.020604593751530786e-01 -1.855103318216441352e-03 -6.147646539733271631e-02
4.708910000000000196e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.863318591345760056e-02 3.469713151481557678e-01 -6.052840412349748400e-04 -1.228658163200700287e-01
4.709239999999999782e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.251055339971299529e-02 3.579456724105445908e-01 1.404876926534668214e-03 -1.849701247719307273e-01
4.709569999999999936e+02 0.000000000000000000e+00 0.000000000000000000e+00 5.399730183868088618e-02 2.963441350678094333e-01 2.422391209095561913e-03 -2.339275379590764203e-01
4.709850000000000136e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.683589358583147011e-02 2.865100425523641747e-01 2.769559119152367223e-03 -2.616347677275561723e-01
4.710079999999999814e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.921370576507124395e-02 2.308282449468784803e-01 2.946064839996565769e-03 -2.972824820504971211e-01
4.710310000000000059e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.209737086835492276e-02 2.062040497189650823e-01 2.258026201205828257e-03 -2.942533055528612218e-01
4.710520000000000209e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.543007488917951517e-02 1.750600230615524389e-01 2.282077858926717055e-03 -3.209308754114100215e-01
4.710699999999999932e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.876514163882164743e-02 1.376640969734352349e-01 1.512634364859643480e-03 -3.347698850698830331e-01
