ZONE T = " 0.00000E+00", I=  129, J=  256
 7.30777317E-02 -8.44751761E-02  3.64421009E-18  0.00000000E+00 -1.56535598E+01 -1.56535598E+01
 7.37481696E-02 -8.44751761E-02  5.40169226E-18  7.74753466E-17 -1.56535598E+01 -1.56535598E+01
 7.44186075E-02 -8.44751761E-02  1.51608304E-18  1.07305115E-16 -1.56535598E+01 -1.56535598E+01
 7.50890454E-02 -8.44751761E-02  1.26340253E-18  5.46766567E-17 -1.56535598E+01 -1.56535598E+01
 7.57594833E-02 -8.44751761E-02  2.85875359E-18  7.79262254E-17 -1.56535598E+01 -1.56535598E+01
 7.64299212E-02 -8.44751761E-02  4.28813039E-18  2.89966761E-17 -1.56535598E+01 -1.56535598E+01
 7.71003591E-02 -8.44751761E-02  6.16871731E-18  3.98521194E-17 -1.56535598E+01 -1.56535598E+01
 7.77707970E-02 -8.44751761E-02  2.52680506E-18  4.10074925E-17 -1.56535598E+01 -1.56535598E+01
 7.84412349E-02 -8.44751761E-02  2.31929875E-18  3.89631127E-17 -1.56535598E+01 -1.56535598E+01
 7.91116728E-02 -8.44751761E-02  5.58189483E-18  3.98521194E-17 -1.56535598E+01 -1.56535598E+01
 7.97821107E-02 -8.44751761E-02  5.54171614E-18  6.87291909E-17 -1.56535598E+01 -1.56535598E+01
 8.04525487E-02 -8.44751761E-02  2.68603063E-18  1.74248337E-17 -1.56535598E+01 -1.56535598E+01
 8.11229866E-02 -8.44751761E-02  3.19618368E-18  4.53998401E-17 -1.56535598E+01 -1.56535598E+01
 8.17934245E-02 -8.44751761E-02  2.03717537E-18  4.10252871E-17 -1.56535598E+01 -1.56535598E+01
 8.24638624E-02 -8.44751761E-02  1.59809184E-18  9.11846983E-17 -1.56535598E+01 -1.56535598E+01
 8.31343003E-02 -8.44751761E-02  0.00000000E+00  1.94815563E-17 -1.56535598E+01 -1.56535598E+01
 8.38047382E-02 -8.44751761E-02  5.13040997E-18  2.49075746E-17 -1.56535598E+01 -1.56535598E+01
 8.44751761E-02 -8.44751761E-02  5.76200208E-18  3.05651803E-17 -1.56535598E+01 -1.56535598E+01
 8.51456140E-02 -8.44751761E-02  7.09307982E-18  1.39482418E-16 -1.56535598E+01 -1.56535598E+01
 8.58160519E-02 -8.44751761E-02  7.30478283E-19  1.00454179E-17 -1.56535598E+01 -1.56535598E+01
 0.00000000E+00 -8.38047382E-02  7.82619927E-19  7.32673193E-18 -1.56535598E+01 -1.56535598E+01
 6.70437905E-04 -8.38047382E-02  2.36143292E-18  2.11721288E-17 -1.56535598E+01 -1.56535598E+01
 1.34087581E-03 -8.38047382E-02  1.85317088E-18  6.36482459E-17 -1.56535598E+01 -1.56535598E+01
 2.01131372E-03 -8.38047382E-02  2.42351830E-18  3.76581313E-17 -1.56535598E+01 -1.56535598E+01
 2.68175162E-03 -8.38047382E-02  3.36317378E-18  9.86724725E-17 -1.56535598E+01 -1.56535598E+01
 3.35218953E-03 -8.38047382E-02  5.06478587E-18  5.74288311E-17 -1.56535598E+01 -1.56535598E+01
 4.02262743E-03 -8.38047382E-02  5.76385257E-18  7.15509712E-17 -1.56535598E+01 -1.56535598E+01
 4.69306534E-03 -8.38047382E-02  8.20092325E-19  6.81066771E-17 -1.56535598E+01 -1.56535598E+01
 5.36350324E-03 -8.38047382E-02  3.28239403E-18  9.15526978E-17 -1.56535598E+01 -1.56535598E+01
 6.03394115E-03 -8.38047382E-02  4.42527916E-18  6.67458672E-17 -1.56535598E+01 -1.56535598E+01
 6.70437905E-03 -8.38047382E-02  4.65159094E-18  9.99562194E-17 -1.56535598E+01 -1.56535598E+01
 7.37481696E-03 -8.38047382E-02  2.03839927E-18  6.23714128E-17 -1.56535598E+01 -1.56535598E+01
 8.04525487E-03 -8.38047382E-02  6.11682896E-18  1.21392395E-16 -1.56535598E+01 -1.56535598E+01
 8.71569277E-03 -8.38047382E-02  1.22654199E-18  4.55923491E-17 -1.56535598E+01 -1.56535598E+01
 9.38613068E-03 -8.38047382E-02  1.51608304E-18  6.18897731E-17 -1.56535598E+01 -1.56535598E+01
 1.00565686E-02 -8.38047382E-02  1.75517489E-18  4.83277934E-18 -1.56535598E+01 -1.56535598E+01
 1.07270065E-02 -8.38047382E-02  3.86733273E-18  1.22260721E-16 -1.56535598E+01 -1.56535598E+01
 1.13974444E-02 -8.38047382E-02  2.03717537E-18  8.64513850E-17 -1.56535598E+01 -1.56535598E+01
 1.20678823E-02 -8.38047382E-02  7.35816741E-18  8.64513850E-17 -1.56535598E+01 -1.56535598E+01
 1.27383202E-02 -8.38047382E-02  8.33462734E-18  3.86622347E-17 -1.56535598E+01 -1.56535598E+01
 1.34087581E-02 -8.38047382E-02  4.31780639E-18  1.93311174E-17 -1.56535598E+01 -1.56535598E+01
 1.40791960E-02 -8.38047382E-02  5.71750719E-18  1.72902770E-16 -1.56535598E+01 -1.56535598E+01
 1.47496339E-02 -8.38047382E-02  4.52008631E-18  1.39398670E-16 -1.56535598E+01 -1.56535598E+01
 1.54200718E-02 -8.38047382E-02  4.07435074E-18  9.66555868E-17 -1.56535598E+01 -1.56535598E+01
 1.60905097E-02 -8.38047382E-02  4.04288810E-18  1.09353313E-16 -1.56535598E+01 -1.56535598E+01
 1.67609476E-02 -8.38047382E-02  1.51608304E-18  1.93311174E-17 -1.56535598E+01 -1.56535598E+01
 1.74313855E-02 -8.38047382E-02  4.52008631E-18  1.93311174E-16 -1.56535598E+01 -1.56535598E+01
 1.81018234E-02 -8.38047382E-02  4.52008631E-18  1.72902770E-16 -1.56535598E+01 -1.56535598E+01
 1.87722614E-02 -8.38047382E-02  4.16731367E-18  1.39398670E-16 -1.56535598E+01 -1.56535598E+01
 1.94426993E-02 -8.38047382E-02  5.71750719E-18  1.54648939E-16 -1.56535598E+01 -1.56535598E+01
 2.01131372E-02 -8.38047382E-02  0.00000000E+00  1.54648939E-16 -1.56535598E+01 -1.56535598E+01
 2.07835751E-02 -8.38047382E-02  8.14870148E-18  5.79933521E-17 -1.56535598E+01 -1.56535598E+01
 2.14540130E-02 -8.38047382E-02  6.06433215E-18  2.35173193E-16 -1.56535598E+01 -1.56286122E+01
 2.21244509E-02 -8.38047382E-02  1.66692547E-17  2.78797340E-16 -1.56535598E+01 -1.55547114E+01
 2.27948888E-02 -8.38047382E-02  4.04288810E-18  0.00000000E+00 -1.56535598E+01 -1.56535598E+01
 2.34653267E-02 -8.38047382E-02  2.02144405E-18  3.86622347E-17 -1.56535598E+01 -1.56535598E+01
 2.41357646E-02 -8.38047382E-02  8.33462734E-18  1.09353313E-16 -1.56535598E+01 -1.56535598E+01
 2.48062025E-02 -8.38047382E-02  7.28842018E-18  1.39398670E-16 -1.56535598E+01 -1.56535598E+01
 2.54766404E-02 -8.38047382E-02  8.08577620E-18  1.09353313E-16 -1.56535598E+01 -1.56535598E+01
 2.61470783E-02 -8.38047382E-02  6.47177870E-18  5.79933521E-17 -1.56535598E+01 -1.56535598E+01
 2.68175162E-02 -8.38047382E-02  8.63561277E-18  1.93311174E-17 -1.56535598E+01 -1.56535598E+01
 2.74879541E-02 -8.38047382E-02  4.04288810E-18  1.39398670E-16 -1.56535598E+01 -1.56535598E+01
 2.81583920E-02 -8.38047382E-02  8.33462734E-18  7.73244695E-17 -1.56535598E+01 -1.56535598E+01
 2.88288299E-02 -8.38047382E-02  9.04017262E-18  1.72902770E-16 -1.56535598E+01 -1.56535598E+01
 2.94992678E-02 -8.38047382E-02  9.04017262E-18  8.64513850E-17 -1.56535598E+01 -1.56535598E+01
 3.01697057E-02 -8.38047382E-02  9.09649823E-18  5.79933521E-17 -1.56535598E+01 -1.56535598E+01
 3.08401437E-02 -8.38047382E-02  1.01072203E-18  1.93311174E-17 -1.56535598E+01 -1.56535598E+01
 3.15105816E-02 -8.38047382E-02  4.04288810E-18  9.66555868E-17 -1.56535598E+01 -1.56535598E+01
 3.21810195E-02 -8.38047382E-02  2.85875359E-18  1.59408478E-16 -1.56535598E+01 -1.56535598E+01
 3.28514574E-02 -8.38047382E-02  1.01072203E-17  2.18706627E-16 -1.56535598E+01 -1.56535598E+01
 3.35218953E-02 -8.38047382E-02  4.04288810E-18  1.59408478E-16 -1.56535598E+01 -1.56535598E+01
 3.41923332E-02 -8.38047382E-02  5.71750719E-18  1.22260721E-16 -1.56535598E+01 -1.56535598E+01
 3.48627711E-02 -8.38047382E-02  0.00000000E+00  1.97139489E-16 -1.56535598E+01 -1.56535598E+01
 3.55332090E-02 -8.38047382E-02  0.00000000E+00  7.97042388E-17 -1.56535598E+01 -1.56535598E+01
 3.62036469E-02 -8.38047382E-02  4.31780639E-18  1.93552662E-16 -1.56535598E+01 -1.56535598E+01
 3.68740848E-02 -8.38047382E-02  4.16731367E-18  0.00000000E+00 -1.56535598E+01 -1.56535598E+01
 3.75445227E-02 -8.38047382E-02  2.40046481E-18  4.53073063E-17 -1.56535598E+01 -1.56535598E+01
 3.82149606E-02 -8.38047382E-02  4.04288810E-18  8.64513850E-17 -1.56535598E+01 -1.56535598E+01
 3.88853985E-02 -8.38047382E-02  8.84381772E-19  9.24880841E-17 -1.56535598E+01 -1.56535598E+01
 3.95558364E-02 -8.38047382E-02  2.52680506E-18  3.89631127E-17 -1.56535598E+01 -1.56535598E+01
 4.02262743E-02 -8.38047382E-02  2.02144405E-18  7.73244695E-17 -1.56535598E+01 -1.56535598E+01
 4.08967122E-02 -8.38047382E-02  2.02144405E-18  7.73244695E-17 -1.56535598E+01 -1.56535598E+01
 4.15671501E-02 -8.38047382E-02  1.27847347E-17  7.97042388E-17 -1.56535598E+01 -1.56535598E+01
 4.22375880E-02 -8.38047382E-02  6.39236736E-18  1.04101253E-16 -1.56535598E+01 -1.56535598E+01
 4.29080259E-02 -8.38047382E-02  2.85875359E-18  3.86622347E-17 -1.56535598E+01 -1.56535598E+01
 4.35784639E-02 -8.38047382E-02  8.08577620E-18  8.64513850E-17 -1.56535598E+01 -1.56535598E+01
 4.42489018E-02 -8.38047382E-02  4.52008631E-18  1.09353313E-16 -1.56535598E+01 -1.56535598E+01
 4.49193397E-02 -8.38047382E-02  8.08577620E-18  6.96993349E-17 -1.56535598E+01 -1.56535598E+01
 4.55897776E-02 -8.38047382E-02  2.85875359E-18  8.69900282E-17 -1.56535598E+01 -1.56535598E+01
 4.62602155E-02 -8.38047382E-02  1.14350144E-17  8.64513850E-17 -1.56535598E+01 -1.56535598E+01
 4.69306534E-02 -8.38047382E-02  6.87365291E-18  4.83277934E-17 -1.56535598E+01 -1.56535598E+01
 4.76010913E-02 -8.38047382E-02  2.26004316E-18  9.66555868E-18 -1.56535598E+01 -1.56535598E+01
 4.82715292E-02 -8.38047382E-02  3.28484658E-18  1.29677078E-16 -1.56535598E+01 -1.56535598E+01
 4.89419671E-02 -8.38047382E-02  6.25481952E-18  1.88037391E-16 -1.56535598E+01 -1.56535598E+01
 4.96124050E-02 -8.38047382E-02  4.52008631E-18  1.12718815E-16 -1.56535598E+01 -1.56535598E+01
 5.02828429E-02 -8.38047382E-02  1.03073827E-17  2.73383284E-17 -1.56535598E+01 -1.56535598E+01
 5.09532808E-02 -8.38047382E-02  4.04288810E-18  1.09353313E-16 -1.56535598E+01 -1.56535598E+01
 5.16237187E-02 -8.38047382E-02  5.05361013E-18  6.96993349E-17 -1.56535598E+01 -1.56535598E+01
 5.22941566E-02 -8.38047382E-02  2.08365683E-18  4.32256925E-17 -1.56535598E+01 -1.56535598E+01
 5.29645945E-02 -8.38047382E-02  2.85875359E-18  7.73244695E-17 -1.56535598E+01 -1.56535598E+01
 5.36350324E-02 -8.38047382E-02  2.02144405E-18  4.32256925E-17 -1.56535598E+01 -1.56535598E+01
 5.43054703E-02 -8.38047382E-02  7.69742962E-18  5.20506265E-17 -1.56535598E+01 -1.56535598E+01
 5.49759082E-02 -8.38047382E-02  2.02144405E-18  4.32256925E-17 -1.56535598E+01 -1.56535598E+01
 5.56463462E-02 -8.38047382E-02  8.82575066E-18  7.97042388E-17 -1.56535598E+01 -1.56535598E+01
 5.63167841E-02 -8.38047382E-02  5.43263089E-18  4.32256925E-17 -1.56535598E+01 -1.56535598E+01
 5.69872220E-02 -8.38047382E-02  6.87365291E-18  4.12912848E-17 -1.56535598E+01 -1.56535598E+01
 5.76576599E-02 -8.38047382E-02  5.05361013E-19  7.17224184E-17 -1.56535598E+01 -1.56535598E+01
 5.83280978E-02 -8.38047382E-02  5.44290468E-18  1.87671203E-16 -1.56535598E+01 -1.56535598E+01
 5.89985357E-02 -8.38047382E-02  6.08535243E-18  1.12822370E-16 -1.56535598E+01 -1.56535598E+01
 5.96689736E-02 -8.38047382E-02  4.52008631E-18  1.05991126E-16 -1.56535598E+01 -1.56535598E+01
 6.03394115E-02 -8.38047382E-02  6.87365291E-18  8.03245146E-17 -1.56535598E+01 -1.56535598E+01
 6.10098494E-02 -8.38047382E-02  6.15317243E-18  3.62458451E-17 -1.56535598E+01 -1.56535598E+01
 6.16802873E-02 -8.38047382E-02  1.19189156E-18  6.00218743E-17 -1.56535598E+01 -1.56535598E+01
 6.23507252E-02 -8.38047382E-02  1.13002158E-18  6.96993349E-17 -1.56535598E+01 -1.56535598E+01
 6.30211631E-02 -8.38047382E-02  8.69478910E-18  1.05093854E-16 -1.56535598E+01 -1.56535598E+01
 6.36916010E-02 -8.38047382E-02  8.14870148E-18  1.93311174E-17 -1.56535598E+01 -1.56535598E+01
 6.43620389E-02 -8.38047382E-02  3.64421009E-18  6.52425211E-17 -1.56535598E+01 -1.56535598E+01
 6.50324768E-02 -8.38047382E-02  2.85875359E-18  1.08064231E-16 -1.56535598E+01 -1.56535598E+01
 6.57029147E-02 -8.38047382E-02  7.28842018E-18  4.83277934E-17 -1.56535598E+01 -1.56535598E+01
 6.63733526E-02 -8.38047382E-02  1.01072203E-18  1.57343896E-16 -1.56535598E+01 -1.56535598E+01
 6.70437905E-02 -8.38047382E-02  4.65919832E-18  6.51109413E-17 -1.56535598E+01 -1.56535598E+01
 6.77142285E-02 -8.38047382E-02  4.65919832E-18  4.98151492E-17 -1.56535598E+01 -1.56535598E+01
 6.83846664E-02 -8.38047382E-02  7.69742962E-18  9.96302985E-17 -1.56535598E+01 -1.56535598E+01
 6.90551043E-02 -8.38047382E-02  4.52008631E-18  2.16128463E-17 -1.56535598E+01 -1.56535598E+01
 6.97255422E-02 -8.38047382E-02  4.28813039E-18  2.82831160E-17 -1.56535598E+01 -1.56535598E+01
 7.03959801E-02 -8.38047382E-02  2.38378313E-18  2.60253132E-17 -1.56535598E+01 -1.56535598E+01
 7.10664180E-02 -8.38047382E-02  2.90582582E-18  6.04097418E-17 -1.56535598E+01 -1.56535598E+01
 7.17368559E-02 -8.38047382E-02  3.03216608E-18  1.93311174E-17 -1.56535598E+01 -1.56535598E+01
 7.24072938E-02 -8.38047382E-02  5.15369133E-18  5.46766567E-17 -1.56535598E+01 -1.56535598E+01
 7.30777317E-02 -8.38047382E-02  7.64749982E-18  6.76589108E-17 -1.56535598E+01 -1.56535598E+01
 7.37481696E-02 -8.38047382E-02  3.03216608E-18  4.32256925E-17 -1.56535598E+01 -1.56535598E+01
 7.44186075E-02 -8.38047382E-02  3.03216608E-18  4.32256925E-17 -1.56535598E+01 -1.56535598E+01
 7.50890454E-02 -8.38047382E-02  2.52680506E-18  2.98890895E-17 -1.56535598E+01 -1.56535598E+01
 7.57594833E-02 -8.38047382E-02  3.23588935E-18  1.06759585E-16 -1.56535598E+01 -1.56535598E+01
 7.64299212E-02 -8.38047382E-02  1.13002158E-18  6.11303606E-17 -1.56535598E+01 -1.56535598E+01
 7.71003591E-02 -8.38047382E-02  7.58041519E-19  3.75124554E-17 -1.56535598E+01 -1.56535598E+01
 7.77707970E-02 -8.38047382E-02  3.43682646E-18  8.00332189E-17 -1.56535598E+01 -1.56535598E+01
 7.84412349E-02 -8.38047382E-02  5.05361013E-19  9.66555868E-18 -1.56535598E+01 -1.56535598E+01
 7.91116728E-02 -8.38047382E-02  2.02144405E-18  2.16128463E-17 -1.56535598E+01 -1.56535598E+01
 7.97821107E-02 -8.38047382E-02  5.15369133E-18  1.19556358E-16 -1.56535598E+01 -1.56535598E+01
 8.04525487E-02 -8.38047382E-02  3.43682646E-18  2.90971848E-17 -1.56535598E+01 -1.56535598E+01
 8.11229866E-02 -8.38047382E-02  7.35816741E-18  2.60253132E-17 -1.56535598E+01 -1.56535598E+01
 8.17934245E-02 -8.38047382E-02  2.83914408E-18  3.75124554E-17 -1.56535598E+01 -1.56535598E+01
 8.24638624E-02 -8.38047382E-02  2.52680506E-18  2.26999201E-17 -1.56535598E+01 -1.56535598E+01
 8.31343003E-02 -8.38047382E-02  7.58041519E-19  6.18897731E-17 -1.56535598E+01 -1.56535598E+01
 8.38047382E-02 -8.38047382E-02  2.03717537E-18  3.93359739E-17 -1.56535598E+01 -1.56535598E+01
 8.44751761E-02 -8.38047382E-02  1.42937680E-18  8.27238572E-17 -1.56535598E+01 -1.56535598E+01
 8.51456140E-02 -8.38047382E-02  1.26340253E-18  3.51831647E-17 -1.56535598E+01 -1.56535598E+01
 8.58160519E-02 -8.38047382E-02  2.72669800E-18  1.73703270E-17 -1.56535598E+01 -1.56535598E+01
 0.00000000E+00 -8.31343003E-02  5.54992588E-19  1.67618420E-17 -1.56535598E+01 -1.56535598E+01
 6.70437905E-04 -8.31343003E-02  2.23210972E-18  6.73376241E-17 -1.56535598E+01 -1.56535598E+01
 1.34087581E-03 -8.31343003E-02  3.28205971E-18  7.98915116E-17 -1.56535598E+01 -1.56535598E+01
 2.01131372E-03 -8.31343003E-02  3.86427036E-18  3.38913731E-17 -1.56535598E+01 -1.56535598E+01
 2.68175162E-03 -8.31343003E-02  1.07133335E-18  6.16036672E-17 -1.56535598E+01 -1.56535598E+01
 3.35218953E-03 -8.31343003E-02  5.36901831E-18  4.01615711E-17 -1.56535598E+01 -1.56535598E+01
 4.02262743E-03 -8.31343003E-02  4.24881631E-18  1.01046767E-16 -1.56535598E+01 -1.56535598E+01
 4.69306534E-03 -8.31343003E-02  1.59354162E-18  2.05477877E-17 -1.56535598E+01 -1.56535598E+01
 5.36350324E-03 -8.31343003E-02  1.31700031E-18  5.90422478E-17 -1.56535598E+01 -1.56535598E+01
 6.03394115E-03 -8.31343003E-02  2.08546831E-18  9.61729919E-17 -1.56535598E+01 -1.56535598E+01
 6.70437905E-03 -8.31343003E-02  1.05598349E-18  1.87324999E-17 -1.56535598E+01 -1.56535598E+01
 7.37481696E-03 -8.31343003E-02  7.34644343E-18  3.35869005E-17 -1.56535598E+01 -1.56535598E+01
 8.04525487E-03 -8.31343003E-02  4.23993447E-18  5.31605728E-17 -1.56535598E+01 -1.56535598E+01
 8.71569277E-03 -8.31343003E-02  3.66386734E-18  3.24192694E-17 -1.56535598E+01 -1.56535598E+01
 9.38613068E-03 -8.31343003E-02  6.49639567E-18  7.77856065E-17 -1.56535598E+01 -1.56535598E+01
 1.00565686E-02 -8.31343003E-02  3.64421009E-18  8.64513850E-17 -1.56535598E+01 -1.56535598E+01
 1.07270065E-02 -8.31343003E-02  1.13002158E-18  2.73383284E-17 -1.56535598E+01 -1.56535598E+01
 1.13974444E-02 -8.31343003E-02  2.26004316E-18  9.66555868E-18 -1.56535598E+01 -1.56535598E+01
 1.20678823E-02 -8.31343003E-02  5.37206125E-18  6.76589108E-17 -1.56535598E+01 -1.56535598E+01
 1.27383202E-02 -8.31343003E-02  4.52008631E-18  3.86622347E-17 -1.56535598E+01 -1.56535598E+01
 1.34087581E-02 -8.31343003E-02  2.08365683E-18  9.66555868E-18 -1.56535598E+01 -1.56535598E+01
 1.40791960E-02 -8.31343003E-02  5.05361013E-18  1.39398670E-16 -1.56535598E+01 -1.56535598E+01
 1.47496339E-02 -8.31343003E-02  0.00000000E+00  8.64513850E-17 -1.56535598E+01 -1.56535598E+01
 1.54200718E-02 -8.31343003E-02  8.14870148E-18  2.68556465E-16 -1.56535598E+01 -1.55709644E+01
 1.60905097E-02 -8.31343003E-02  2.02144405E-18  1.72902770E-16 -1.56535598E+01 -1.56535598E+01
 1.67609476E-02 -8.31343003E-02  8.08577620E-18  1.93311174E-16 -1.56535598E+01 -1.56535598E+01
 1.74313855E-02 -8.31343003E-02  4.16731367E-18  1.55852451E-16 -1.56535598E+01 -1.56535598E+01
 1.81018234E-02 -8.31343003E-02  4.52008631E-18  1.59408478E-16 -1.56535598E+01 -1.56535598E+01
 1.87722614E-02 -8.31343003E-02  8.08577620E-18  1.54648939E-16 -1.56535598E+01 -1.56535598E+01
 1.94426993E-02 -8.31343003E-02  2.02144405E-18  2.18706627E-16 -1.56535598E+01 -1.56535598E+01
 2.01131372E-02 -8.31343003E-02  1.08652618E-17  0.00000000E+00 -1.56535598E+01 -1.56535598E+01
 2.07835751E-02 -8.31343003E-02  8.08577620E-18  3.09297878E-16 -1.56535598E+01 -1.55096231E+01
 2.14540130E-02 -8.31343003E-02  5.05361013E-18  1.59408478E-16 -1.56535598E+01 -1.56535598E+01
 2.21244509E-02 -8.31343003E-02  5.05361013E-18  1.09353313E-16 -1.56535598E+01 -1.56535598E+01
 2.27948888E-02 -8.31343003E-02  1.64533625E-17  7.73244695E-17 -1.56535598E+01 -1.56535598E+01
 2.34653267E-02 -8.31343003E-02  1.45768404E-17  2.18706627E-16 -1.56535598E+01 -1.56535598E+01
 2.41357646E-02 -8.31343003E-02  4.04288810E-18  1.54648939E-16 -1.56535598E+01 -1.56535598E+01
 2.48062025E-02 -8.31343003E-02  4.52008631E-18  2.18706627E-16 -1.56535598E+01 -1.56535598E+01
 2.54766404E-02 -8.31343003E-02  8.08577620E-18  7.73244695E-17 -1.56535598E+01 -1.56535598E+01
 2.61470783E-02 -8.31343003E-02  4.04288810E-18  1.72902770E-16 -1.56535598E+01 -1.56535598E+01
 2.68175162E-02 -8.31343003E-02  4.04288810E-18  2.31973408E-16 -1.56535598E+01 -1.56345618E+01
 2.74879541E-02 -8.31343003E-02  4.52008631E-18  2.31973408E-16 -1.56535598E+01 -1.56345618E+01
 2.81583920E-02 -8.31343003E-02  1.01072203E-18  9.66555868E-17 -1.56535598E+01 -1.56535598E+01
 2.88288299E-02 -8.31343003E-02  5.55897114E-18  6.76589108E-17 -1.56535598E+01 -1.56535598E+01
 2.94992678E-02 -8.31343003E-02  8.33462734E-18  3.86622347E-17 -1.56535598E+01 -1.56535598E+01
 3.01697057E-02 -8.31343003E-02  9.04017262E-18  1.55852451E-16 -1.56535598E+01 -1.56535598E+01
 3.08401437E-02 -8.31343003E-02  5.05361013E-18  1.09353313E-16 -1.56535598E+01 -1.56535598E+01
 3.15105816E-02 -8.31343003E-02  4.52008631E-18  8.64513850E-17 -1.56535598E+01 -1.56535598E+01
 3.21810195E-02 -8.31343003E-02  2.85875359E-18  7.73244695E-17 -1.56535598E+01 -1.56535598E+01
 3.28514574E-02 -8.31343003E-02  2.02144405E-18  7.73244695E-17 -1.56535598E+01 -1.56535598E+01
 3.35218953E-02 -8.31343003E-02  1.27847347E-17  7.73244695E-17 -1.56535598E+01 -1.56535598E+01
 3.41923332E-02 -8.31343003E-02  4.52008631E-18  8.64513850E-17 -1.56535598E+01 -1.56535598E+01
 3.48627711E-02 -8.31343003E-02  4.04288810E-18  1.93311174E-16 -1.56535598E+01 -1.56535598E+01
 3.55332090E-02 -8.31343003E-02  4.04288810E-18  0.00000000E+00 -1.56535598E+01 -1.56535598E+01
 3.62036469E-02 -8.31343003E-02  8.14870148E-18  4.32256925E-17 -1.56535598E+01 -1.56535598E+01
 3.68740848E-02 -8.31343003E-02  1.40413991E-17  8.64513850E-17 -1.56535598E+01 -1.56535598E+01
 3.75445227E-02 -8.31343003E-02  1.22959641E-17  1.39398670E-16 -1.56535598E+01 -1.56535598E+01
 3.82149606E-02 -8.31343003E-02  1.76876354E-18  2.87093127E-16 -1.56535598E+01 -1.55419772E+01
 3.88853985E-02 -8.31343003E-02  2.02144405E-18  1.22260721E-16 -1.56535598E+01 -1.56535598E+01
 3.95558364E-02 -8.31343003E-02  8.57626078E-18  1.29677078E-16 -1.56535598E+01 -1.56535598E+01
 4.02262743E-02 -8.31343003E-02  5.71750719E-18  1.22260721E-16 -1.56535598E+01 -1.56535598E+01
 4.08967122E-02 -8.31343003E-02  2.02144405E-18  5.46766567E-17 -1.56535598E+01 -1.56535598E+01
 4.15671501E-02 -8.31343003E-02  0.00000000E+00  8.64513850E-17 -1.56535598E+01 -1.56535598E+01
 4.22375880E-02 -8.31343003E-02  2.08365683E-18  1.54648939E-16 -1.56535598E+01 -1.56535598E+01
 4.29080259E-02 -8.31343003E-02  1.01072203E-18  3.98521194E-17 -1.56535598E+01 -1.56535598E+01
 4.35784639E-02 -8.31343003E-02  4.16731367E-18  5.46766567E-17 -1.56535598E+01 -1.56535598E+01
 4.42489018E-02 -8.31343003E-02  2.02144405E-18  6.96993349E-17 -1.56535598E+01 -1.56535598E+01
 4.49193397E-02 -8.31343003E-02  2.26004316E-18  1.09353313E-16 -1.56535598E+01 -1.56535598E+01
 4.55897776E-02 -8.31343003E-02  0.00000000E+00  6.11303606E-17 -1.56535598E+01 -1.56535598E+01
 4.62602155E-02 -8.31343003E-02  7.28842018E-18  9.51947131E-17 -1.56535598E+01 -1.56535598E+01
 4.69306534E-02 -8.31343003E-02  4.16731367E-18  7.79262254E-17 -1.56535598E+01 -1.56535598E+01
 4.76010913E-02 -8.31343003E-02  6.78012947E-18  1.22260721E-16 -1.56535598E+01 -1.56535598E+01
 4.82715292E-02 -8.31343003E-02  1.29435574E-17  1.02746298E-16 -1.56535598E+01 -1.56535598E+01
 4.89419671E-02 -8.31343003E-02  8.33462734E-18  6.18897731E-17 -1.56535598E+01 -1.56535598E+01
 4.96124050E-02 -8.31343003E-02  4.04288810E-18  9.85697447E-17 -1.56535598E+01 -1.56535598E+01
 5.02828429E-02 -8.31343003E-02  4.52008631E-18  1.50980853E-16 -1.56535598E+01 -1.56535598E+01
 5.09532808E-02 -8.31343003E-02  1.01072203E-18  1.22260721E-16 -1.56535598E+01 -1.56535598E+01
 5.16237187E-02 -8.31343003E-02  6.52122568E-18  5.07441831E-17 -1.56535598E+01 -1.56535598E+01
 5.22941566E-02 -8.31343003E-02  5.05361013E-19  7.79262254E-17 -1.56535598E+01 -1.56535598E+01
 5.29645945E-02 -8.31343003E-02  5.71750719E-18  1.22260721E-16 -1.56535598E+01 -1.56535598E+01
 5.36350324E-02 -8.31343003E-02  4.52008631E-18  3.86622347E-17 -1.56535598E+01 -1.56535598E+01
 5.43054703E-02 -8.31343003E-02  7.28842018E-18  8.64513850E-17 -1.56535598E+01 -1.56535598E+01
